Unnamed: 0,RLM,HLC,3A4
2069,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C4=CC=CC=C4,,
2070,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,,
2071,CC(C)C(=O)N1CCC2=C(C1C3=CC(=CC=C3)F)C=C(C=C2)OCC4=NC(=CO4)C(=O)N5CCCC5,,
2072,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,,
2073,CC1=C(C=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCCO)C.Cl,,
2074,CC1=CC(=CC=C1)CN2CCN(CC2)C3=CC=CC=N3,,
2075,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,,
2076,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NN=C4N3CCCCC4,,
2077,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NC2=NC(=CS2)C3=CC=CC=C3,,
2078,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C(=O)NCC9=CC=C(C=C9)F)C,,
2079,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3F)C4=CC=CC=C4C(C)C,,
2080,CC1=C(C2=CC=CC=C2N1C3=CC=C(C=C3)OC)C(=O)C,,
2081,CN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,,
2082,C1=CC2=C(C(=C1)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-])N=CC=C2,,
2083,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)N=CC=C2,,
2084,C1=CC=NC(=C1)C(=O)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-],,
2085,COC1=CC=CC(=C1Cl)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC=CC=C3)[O-],,
2086,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCC(CC3)(F)F)[O-],,
2087,C1=CC=C(C=C1)CC2=CC(=CN=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],,
2088,CCC1=C(C2=C(N1)C=CC(=C2)CNC(=O)CC3=CN=C4N3C=CC=C4C)C,,
2089,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
2090,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)COC4=CC=CC=C4)C5=CC=NC=C5,,
2091,CCCC1=CC=C(C=C1)C(=O)NC(=O)C2=CC=CC=C2O,,
2092,C1=CC=C2C(=C1)C=CN2CC(CNC3=CC=CC=C3O)O.C(=O)(C(=O)O)O,,
2093,CCOC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC4=C(C=C3)OCCCO4,,
2094,COC1=CC=C(C=C1)NC2CCCN(C2)C(=O)CCC3=CC=CC=C3F,,
2095,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,,
2096,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,,
2097,CC1=CC=C(C=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N,,
2098,CCOC1=CC=CC=C1N2CC(CC2=O)C3=NC4=CC=CC=C4N3CCOC5=CC=C(C=C5)C(C)(C)C,,
2099,C1CN(CCN1C2=NC(=NC3=CC=CC=C32)C4=CC=CS4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5,,
2100,CCOC(=O)C1=C2C(=NC=C1)C=C(S2)C(C3=CC=CC=C3Cl)OCCN4CCCCC4,,
2101,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC,,
2102,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,,
2103,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,,
2104,COC1=C(C=C(C=C1)CCNC2=C3C(=CN(C3=NC=N2)C4=CC(=CC=C4)Cl)C5=CC=CC=C5)OC,,
2105,CCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,,
2106,CCC1=CC=C(C=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4,,
2107,C1CCN(C(C1)CCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,,
2108,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,,
2109,COC1=CC=CC=C1C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl,,
2110,CC1=CC2=C(C=C1)C(=CO2)CC(=O)NC3=C(C4=C(S3)CCC4)C(=O)OC,,
2111,CCOC(=O)CCNC1=CC(=NC(=N1)C2=CN=CC=C2)N3CCC4=CC=CC=C4CC3,,
2112,C1CCC2=C(CC1)SC3=NC=NC(=C23)NC(=O)C4=CC=CO4,,
2113,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)[N+](=O)[O-],,
2114,C1CC2=C(C(=O)C1)C3(CCSCC3)N=C(N2)NC4=NC5=CC=CC=C5O4,,
2115,C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC(=CC=C5)SC)C,,
2116,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC5=C(CCCC5)C=C4,,
2117,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC(C)(C)C3=CC=C(C=C3)C4=CN=CC=C4)F,,
2118,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)Cl)C)C,,
2119,C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)C3=NN=C(O3)CCCC4=NC5=C(C=CC=N5)C=C4,,
2120,CC1=C(C=CC(=C1)F)N2CCC(CC2)N3C[C@@H]([C@H](C3)NC(=O)C)C4CC4,,
2121,CCOC(=O)C1=C(N(C(=C1C)C2=CC=CC=C2)CC(=O)NCC3=CC=CC=C3)C,,
2122,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC(=C(C=C4)F)F,,
2123,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NC(C)C4=CC=CC=C4)C)C,,
2124,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=CC=CC(=C3C)C)C,,
2125,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=C(C=CC(=C3)C)C)C,,
2126,COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4,,
2127,COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC(=CC=C5)OC)OC,,
2128,CC1=CC(=NC=C1)N=C(N)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,,
2129,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,,
2130,CC1=NOC2=NC=NC(=C12)NCCC3=C(C=C(C=C3)OC)OC,,
2131,COC1=CC(=C(C=C1)OC)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,,
2132,CC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
2133,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3C5CCCC5,,
2134,CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NC3CCCC4=CC=CC=C34,,
2135,CC(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
2136,CC(C)C(=O)N(C1=CC2=C(C=C1)OC(=O)S2)S(=O)(=O)C3=CC=C(C=C3)OC,,
2137,CC1=CC(=CC=C1)NCC2=C3C=CC=NC3=C(C=C2)O,,
2138,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,,
2139,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)O)C(=O)C,,
2140,CC1=CC(=C(N1C2=CC=C(C=C2)Br)C)C3=NN=C4N3CCCCC4,,
2141,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O,,
2142,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(C3)C4=NC=CN=C4)F,,
2143,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)Cl)O,,
2144,C1C2CC3CC1CC(C2)(C3)NCC(=O)C4=CC=C(C=C4)Cl,,
2145,COC1=CC=CC=C1CNC2=CC=C(C=C2)N3CCCCC3,,
2146,CCOC(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
2147,C1CCCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4,,
2148,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3=NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,,
2149,CC1=CC=CC=C1S(=O)(=O)N2CCCC(C2)CCC(=O)NCCN(C)C3CCCCC3,,
2150,COC1=CC=CC=C1N2CCN(CC2)C3=NC4=C(C=C3)C=C(C=C4)S(=O)(=O)N5CCCCC5,,
2151,CC1=CC=C(C=C1)CN2CCOC[C@H]2C3=NC=C(N3)C4=CC(=CC=C4)F,,
2152,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,,
2153,C1CCC(CC1)C(=O)NCCC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4N,,
2154,CC1=C[C@H]([C@@H](C[C@H]1CC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])C(C)C)CNCC4=CN=CC=C4,,
2155,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=CC=C3,,
2156,CN1CC2=C(C=CC3=C2OCO3)[C@@H]4[C@H]1C5=CC6=C(C=C5C[C@@H]4O)OCO6,,
2157,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5F,,
2158,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,,
2159,CC(C)C1=CC=C(C=C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,,
2160,CC1=CC=C(C=C1)N2C(=C3C(=NN=C(C3=N2)N4CCCC(C4)C(=O)NCC5=CC=CC=C5C)C)C,,
2161,CC1=CC(=C(C=C1)OC)N2C(=NN=N2)SC3=NC=NC4=C3C(=CS4)C5=CC=C(C=C5)Br,,
2162,CCCCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,,
2163,CC1=CC(=C(N1C2=CC=CC3=CC=CC=C32)C)C4=NN=C5N4CCCCC5,,
2164,CC1=CC(=C(N1C2=CC=C(C=C2)C(F)(F)F)C)C3=NN=C4N3CCCCC4,,
2165,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC2=NC(=CS2)C3=CC=CC=C3,,
2166,C1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,,
2167,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=C(C=C4)C)C,,
2168,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(N3CCCCCC3)[O-],,
2169,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,,
2170,CN1C=CC2=C1C=CC(=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N,,
2171,COC1=CC(=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N)OC,,
2172,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC5=C(C=C4)NC=C5,,
2173,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC4=C3CCCCCC4,,
2174,CN(C)C1=CC=CC(=C1)C2=NC=C(C(=N2)N3CCC(CC3)C(=O)N)F,,
2175,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NCCC3=CCCCC3)F)F,,
2176,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,,
2177,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,,
2178,CNC1=NC2=C(S1)C(CC(=O)N2)C3=CC=C(C=C3)Cl,,
2179,COC1=CC=CC(=C1)CNCC2=CC=CN2C3=NN=C(S3)N4CCN(CC4)C5=CC=CC=C5,,
2180,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)[C@@H](C(C)C)N)C,,
2181,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Br,,
2182,CC1=C2C(=C3C=C(C=CC3=N1)S(=O)(=O)N4CCOCC4)C(=O)N(C2=O)CCOC(=O)C,,
2183,CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,,
2184,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,,
2185,C1=CC=C(C(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=CC=C3Cl,,
2186,CC1CCC2=C(N1C(=O)CSC3=NC4=C(C5=CC=CC=C5N4)N=N3)C=CC(=C2)F,,
2187,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,,
2188,C1CCN(CC1)C2=CC=CC=C2NS(=O)(=O)C3=CC=C(S3)Cl,,
2189,C1CC1C2=NC3=C(CCN(CC3)CC4=CC=C(C=C4)F)C(=N2)C5=CC=C(C=C5)O,,
2190,CC1CCCN(C1)C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,,
2191,CN(C)C1=CC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,,
2192,C1CCC2=C(C1)C(=C3C(=C(SC3=N2)C(=O)N)N)C4=CC=CS4,,
2193,CC1CCCCN1C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,,
2194,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC=C3C(F)(F)F,,
2195,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC=C(C=C5)F)C,,
2196,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C=C(C=C3)Br)O,,
2197,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5,,
2198,CCOC1=C(C(=CC(=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,,
2199,CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCCN(CC4)C(=O)OC(C)(C)C,,
2200,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)C(F)(F)F,,
2201,C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,,
2202,CN(CC1=CC=CS1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,,
2203,COC(=O)C1=CC(=NC=C1)C2=NC=CC(=C2)C(=O)NCCC3=CC=CC=C3,,
2204,CC1=CC=CC=C1N(C)C2CN(C2)[S+](=O)(C3=CC=CC(=C3)C(F)(F)F)[O-],,
2205,CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,,
2206,CN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)NCCCN4CCN(CC4)C5=CC=CC=C5F,,
2207,CN1C2=C(CN(CC2)CC3=CC=C(C=C3)OC)C(=O)N4C1=C(C=N4)C(=O)N5CCN(CC5)C6=CC=CC=C6OC,,
2208,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5=CC=C(C=C5)O,,
2209,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCC4=CC=CC=C4Cl)SC2=C(C=C1)C)C,,
2210,CCC1=CC(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(C(C3)C)C(=O)C4CC4,,
2211,C1CCCN(CC1)C2=C(N=C(O2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4,,
2212,CC1=C(C=C(C=C1)NC(=O)N(CC2=CN(C3=CC=CC=C32)C)C4CCCCC4)C,,
2213,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C.CS(=O)(=O)O.CS(=O)(=O)O,,
2214,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)F,,
2215,CC1=CC(=C(N1C2=CC(=CC=C2)Cl)C)C3=NN=C4N3CCCCC4,,
2216,C1CN(CCN1C2=CC=CC=C2F)C(=O)C3=C(N(N=C3)C4=CC(=CC=C4)F)N5C=CC=C5,,
2217,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,
2218,CN(C)CCNC(=O)C1=C2C=CNC2=CC(=N1)C3=CC=CC=C3,,
2219,COC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=NC=C4,,
2220,CCN1C2=C(C=C1C(=O)NCCC3=CC=C(C=C3)OC)SC=C2,,
2221,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)OC3=CC=CC=C3)OCC,,
2222,CC1=CC(=C(N1C2=CC=C(C=C2)C(C)(C)C)C)C3=NN=C4N3CCCCC4,,
2223,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C3=NN=C4N3CCCCC4,,
2224,CC1=CC(=C(N1C2=CC(=C(C=C2)Cl)Cl)C)C3=NN=C4N3CCCCC4,,
2225,CC1=CC(=C(N1C2=CC=CC(=C2)C(F)(F)F)C)C3=NN=C4N3CCCCC4,,
2226,C1=CC=C(C=C1)CN2C3=C(C=C2C(=O)NCCC4=CC(=C(C=C4)OCC(F)(F)F)OCC(F)(F)F)SC=C3,,
2227,C1CCN(C1)C2=NC=C(C=C2)CNC(=O)C3=C(C=CC(=C3)Cl)O,,
2228,COC1=CC=C(C=C1)CN2CCN(CC2)C(=O)C3=CC4=C(S3)CCC4,,
2229,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CO4,,
2230,CCOC(=O)C1=CSC(=N1)NC(=O)C2=C(C=NC=C2)NS(=O)(=O)C3=CC=C(C=C3)C,,
2231,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CC=N3)OCC,,
2232,CC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)S(=O)(=O)N3CCCCCC3,,
2233,C1=CC=C(C=C1)S(=O)(=O)C2=C3N=C(C4=C(N3N=N2)C=CS4)NCC5=CC=CS5,,
2234,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)Cl,,
2235,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,,
2236,CN1C=C2CCN(CC3=C2C1=CC=C3)C(=O)C4=CC(=C(C=C4)F)Cl,,
2237,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,,
2238,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=C(C=C3)Cl)C4=CC=CC=N4,,
2239,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=CC=C4)OC,,
2240,C[C@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,,
2241,CC1=C[C@H]([C@@H](C[C@H]1CC2=NC3=C(N2)C=CC(=N3)OC)C(C)C)CNCC4=CC=CC=C4O,,
2242,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCC4=CC=CO4)C,,
2243,CCCCC(C)/C=C(\C)/C=C(\C)/C(=O)NC1=CC(C2C(C1=O)O2)(/C=C/C=C/C=C/C(=O)NC3=C(CCC3=O)O)O,,
2244,CC(C)C1=CC=C(C=C1)OCC2=NC3=C(N2CC4=CC=CC=C4)C(=O)N(CCN3)CCOC,,
2245,CC(C)C1=CC=C(C=C1)OCC2=NC3=C(N2CC4=CC=CC=C4)C(=O)N(CCN3)CC5CC5,,
2246,CCC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4C3=O)NC5=CC=CC=C5S2,,
2247,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=C(C=CC(=C3)F)N4C=CC=C4C2=O)OC,,
2248,CC1=CC=C(C=C1)C2=CSC(=NN2)NC(=O)CSC3=NN=CN3C,,
2249,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,,
2250,CCC1=CC=CC=C1OC[C@H](CN[C@H]2CCCC3=CC=CC=C23)O,,
2251,C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=NC=CN=C4,,
2252,CC(=O)C1=C(N=C(S1)NC(=O)C2=CC=CO2)C3=CC=CC=C3,,
2253,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=C(C=CC(=C3)Cl)C)C,,
2254,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CS3)OCC,,
2255,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=C(C=C(C=C4)F)F)C=CS3)OCC,,
2256,CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3N=C2CCNC(=O)C4=CC=C(C=C4)Cl,,
2257,CC1=CC(=CC(=C1OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CN=CC=C5)OC)C)NC(=O)C,,
2258,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCC(C4)C(C)C,,
2259,CC(C)COC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CC(=O)NCCC3=CC=CC=C3,,
2260,CC1=CN=C(N=C1NCC2CN(C2)C3=NC=CN=C3)C4=CC=CC=C4C(F)F,,
2261,CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)C3(C)C)CC(=O)NCC4=CC=CO4,,
2262,C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C=C(C=C3)Cl)O)[O-],,
2263,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(N3CCCCCC3)[O-],,
2264,CCOC1=C(C(=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,,
2265,CCOC1=C(C=C(C(=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,,
2266,COC1=C(C(=C(C=C1)C2=CC3=C(C=C2)N=C(O3)C4=CC=C(C=C4)SC)OC)OC,,
2267,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC=CC=C4O,,
2268,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CC3=CC=CC=C3)C,,
2269,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)Br,,
2270,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC=CS4,,
2271,CN(C)C1=CC(=CC=C1)OC2=C(C=C3C(=C2)NC(=O)C34CCN(CC4)C5=NC=CN=C5)OC,,
2272,CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,,
2273,CC1=NN2CCCN(C2=C1C3=CC=CC=C3OC4=CC=CC=C4)CC5=CC=CC=C5O,,
2274,CC1=CC(=C(C=C1Cl)OC)NC2=C3CCCC3=NC4=CC=CC=C42,,
2275,C1CN(CCC1C(=O)NCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
2276,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC(=C(C=C4)Cl)F)C=CS3)OCC,,
2277,C1CC1NC(=O)C2=CC=C(O2)CSCC3=CC=CC=C3Cl,,
2278,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC(=C3)C#N,,
2279,CC(C)(C)C1=CC=C(C=C1)SC2=NS(=O)(=O)C3=CC=CC=C32,,
2280,CC(C)(C)OC(=O)N(C)[C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)N4CCN(CC4)C(=O)OCC5=CC=CC=C5,,
2281,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CSC=C4,,
2282,CN(C1=CC=C(C=C1)F)C(=O)CNC(=O)C2=C(C=CC(=C2)F)OCC(=O)NC3=CC=C(C=C3)I,,
2283,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,,
2284,CC1CC2=C(N1C(=O)C3CCC3)C=CC(=C2)S(=O)(=O)NCC4=CC=C(C=C4)N(C)C,,
2285,CN1C(=NN=N1)SCCCNCC2=CC(=CC=C2)OCC3=CC=CC=C3Cl,,
2286,CN1CCN(CC1)C2=CC=C(C=C2)NC3=C4C=CC=CC4=NC5=CC=CC=C53,,
2287,CN1CCN(CC1)C(=O)CC2=CNC3=C2C=C(C=N3)C4=CC=CC=C4OC5=CC=CC=C5,,
2288,CCOC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCCC3C4=CN=CC=C4,,
2289,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl.Cl,,
2290,C1CN(CCC1C(=O)NCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,,
